iter	Logloss
809	0.2671282996
810	0.2670006924
811	0.2668089381
812	0.2666999247
813	0.2665536511
814	0.2664972209
815	0.2663455363
816	0.2662191453
817	0.2661506793
818	0.2660260261
819	0.2658325218
820	0.2656977251
821	0.2656127532
822	0.2655134432
823	0.2654502541
824	0.2653084208
825	0.265251258
826	0.2651636233
827	0.2650688631
828	0.2649998289
829	0.2649109872
830	0.2647738762
831	0.264646259
832	0.2645251328
833	0.2644611604
834	0.2643740254
835	0.2642908785
836	0.2640956426
837	0.2639940828
838	0.2638993718
839	0.2638379923
840	0.2637581816
841	0.2636869128
842	0.2636495891
843	0.2635341376
844	0.2634398344
845	0.2633584034
846	0.2633154574
847	0.2632259094
848	0.2631572164
849	0.263103857
850	0.2630429995
851	0.2629456732
852	0.2628698652
853	0.2627777985
854	0.2625607883
855	0.2624477214
856	0.2623214616
857	0.262218989
858	0.2621713643
859	0.2621072672
860	0.2620466291
861	0.2619988291
862	0.2618456024
863	0.2617146465
864	0.2616633865
865	0.2615771938
866	0.2614125857
867	0.2612995423
868	0.2610717031
869	0.2608825258
870	0.260832797
871	0.2607527286
872	0.2605480801
873	0.2604677835
874	0.260356522
875	0.2602151541
876	0.2601233878
877	0.2600617482
878	0.2599651911
879	0.2598738402
880	0.2597943253
881	0.2597392009
882	0.2596293107
883	0.2594824336
884	0.259383082
885	0.2593686508
886	0.2592608365
887	0.259066061
888	0.2589546605
889	0.2587792394
890	0.2586497774
891	0.2585702775
892	0.2585270085
893	0.2584451375
894	0.2582204173
895	0.258102332
896	0.258028482
897	0.2577964727
898	0.2576432519
899	0.2576095662
900	0.25743593
901	0.2573314657
902	0.2571684842
903	0.2570745639
904	0.2570082343
905	0.2569585861
906	0.256885005
907	0.2568112085
908	0.2567123262
909	0.2566626387
910	0.256453422
911	0.2563473766
912	0.2562248064
913	0.2561930106
914	0.2561115973
915	0.2559848786
916	0.2558764545
917	0.2558548819
918	0.2558154791
919	0.2557325754
920	0.2555899644
921	0.2555410278
922	0.2554910654
923	0.2554296551
924	0.2552438212
925	0.2551677508
926	0.2549645218
927	0.2548682012
928	0.2547838687
929	0.2546326584
930	0.2545640983
931	0.2544368218
932	0.2543030483
933	0.2541431069
934	0.2540403753
935	0.2539756559
936	0.2539443226
937	0.2537100732
938	0.2536019626
939	0.2535779474
940	0.2534803831
941	0.2533859986
942	0.2532836251
943	0.2531779169
944	0.2531077021
945	0.2530848273
946	0.2529741981
947	0.2528537935
948	0.2527571551
949	0.2526937736
950	0.2525861665
951	0.2524699039
952	0.2522767036
953	0.2521281946
954	0.2520116378
955	0.2519522099
956	0.2519053078
957	0.2518682964
958	0.2517911402
959	0.2517631572
960	0.2516752934
961	0.2515893412
962	0.2514671747
963	0.251375862
964	0.2512668739
965	0.2510810947
966	0.2509960123
967	0.2509060843
968	0.2507719076
969	0.2506877631
970	0.2505600492
971	0.2504535975
972	0.2503723892
973	0.2503220602
974	0.2501748592
975	0.2501087809
976	0.2499909513
977	0.2498707453
978	0.2498061811
979	0.2497102683
980	0.2496579311
981	0.2496328663
982	0.2495253304
983	0.2494487799
984	0.2493961381
985	0.2493833009
986	0.2492064269
987	0.2491217439
988	0.2490239477
989	0.2489704791
990	0.248879525
991	0.2487799888
992	0.2486815438
993	0.2485093583
994	0.248444502
995	0.2483284731
996	0.248298945
997	0.2482073942
998	0.2480967477
999	0.2478766619
